time,actual_x,actual_z,predicted_x,predicted_z,drift
2459.28,0.232,-0.0799,0.2438,-0.0711,0.0148
2459.31,0.2263,-0.087,0.2384,-0.0782,0.0149
2459.34,0.2203,-0.0941,0.2327,-0.0854,0.0151
2459.37,0.214,-0.1012,0.2266,-0.0926,0.0153
2459.4,0.2074,-0.1082,0.2203,-0.0997,0.0154
2459.43,0.2005,-0.1151,0.2136,-0.1067,0.0156
2459.46,0.1933,-0.122,0.2067,-0.1137,0.0157
2459.49,0.1858,-0.1287,0.1994,-0.1206,0.0159
2459.52,0.178,-0.1353,0.1918,-0.1273,0.016
2459.55,0.1699,-0.1417,0.184,-0.1339,0.0161
2459.58,0.1615,-0.1479,0.1758,-0.1403,0.0162
2459.61,0.1528,-0.1539,0.1674,-0.1465,0.0164
2459.64,0.1438,-0.1597,0.1587,-0.1526,0.0165
2459.67,0.1347,-0.1653,0.1497,-0.1583,0.0166
2459.7,0.1252,-0.1706,0.1405,-0.1639,0.0167
2459.73,0.1156,-0.1757,0.1311,-0.1692,0.0168
2459.76,0.1058,-0.1804,0.1215,-0.1742,0.0169
2459.79,0.0958,-0.1849,0.1117,-0.179,0.017
2459.82,0.0856,-0.189,0.1017,-0.1834,0.0171
2459.85,0.0752,-0.1929,0.0916,-0.1875,0.0172
2459.88,0.0648,-0.1964,0.0813,-0.1913,0.0172
2459.91,0.0542,-0.1995,0.0709,-0.1948,0.0173
2459.94,0.0436,-0.2023,0.0604,-0.1979,0.0174
2459.97,0.0329,-0.2048,0.0499,-0.2007,0.0174
2460.0,0.0222,-0.2069,0.0393,-0.2032,0.0175
2460.03,0.0115,-0.2087,0.0286,-0.2053,0.0175
2460.06,0.0007,-0.2101,0.018,-0.2071,0.0176
2460.09,-0.01,-0.2112,0.0074,-0.2085,0.0176
2460.12,-0.0206,-0.212,-0.0032,-0.2096,0.0176
2460.15,-0.0312,-0.2124,-0.0137,-0.2104,0.0176
2460.18,-0.0417,-0.2125,-0.0241,-0.2109,0.0176
2460.21,-0.052,-0.2122,-0.0344,-0.211,0.0176
2460.24,-0.0623,-0.2117,-0.0446,-0.2108,0.0176
2460.27,-0.0723,-0.2109,-0.0547,-0.2103,0.0176
2460.3,-0.0822,-0.2098,-0.0646,-0.2096,0.0176
2460.33,-0.0919,-0.2084,-0.0743,-0.2086,0.0176
2460.36,-0.1014,-0.2068,-0.0839,-0.2073,0.0176
2460.39,-0.1107,-0.2049,-0.0932,-0.2058,0.0175
2460.42,-0.1198,-0.2028,-0.1023,-0.204,0.0175
2460.45,-0.1286,-0.2006,-0.1112,-0.2021,0.0174
2460.48,-0.1372,-0.1981,-0.1199,-0.1999,0.0174
2460.51,-0.1455,-0.1955,-0.1282,-0.1976,0.0173
2460.54,-0.1535,-0.1927,-0.1364,-0.1952,0.0173
2460.57,-0.1612,-0.1898,-0.1442,-0.1926,0.0172
2460.6,-0.1687,-0.1868,-0.1518,-0.1899,0.0171
2460.63,-0.1759,-0.1838,-0.1591,-0.1871,0.0171
2460.66,-0.1828,-0.1806,-0.1661,-0.1842,0.017
2460.69,-0.1894,-0.1774,-0.1729,-0.1812,0.0169
2460.72,-0.1956,-0.1742,-0.1793,-0.1782,0.0168
2460.75,-0.2016,-0.171,-0.1855,-0.1752,0.0167
2460.78,-0.2073,-0.1677,-0.1913,-0.1722,0.0166
2460.81,-0.2128,-0.1645,-0.1969,-0.1692,0.0165
2460.84,-0.2179,-0.1614,-0.2022,-0.1662,0.0164
2460.87,-0.2227,-0.1582,-0.2072,-0.1633,0.0163
2460.9,-0.2272,-0.1552,-0.2119,-0.1604,0.0162
2460.93,-0.2315,-0.1522,-0.2163,-0.1576,0.0161
2460.96,-0.2354,-0.1494,-0.2204,-0.1549,0.016
2460.99,-0.2391,-0.1466,-0.2243,-0.1523,0.0159
2461.02,-0.2425,-0.144,-0.2279,-0.1498,0.0157
2461.05,-0.2457,-0.1415,-0.2312,-0.1474,0.0156
2461.08,-0.2485,-0.1392,-0.2342,-0.1451,0.0155
2461.11,-0.2511,-0.137,-0.237,-0.143,0.0154
2461.14,-0.2535,-0.135,-0.2396,-0.1411,0.0152
2461.17,-0.2556,-0.1332,-0.2418,-0.1393,0.0151
2461.2,-0.2575,-0.1315,-0.2439,-0.1377,0.015
2461.23,-0.2591,-0.13,-0.2456,-0.1362,0.0148
2461.26,-0.2604,-0.1287,-0.2472,-0.135,0.0147
2461.29,-0.2616,-0.1276,-0.2484,-0.1339,0.0145
2461.32,-0.2624,-0.1268,-0.2495,-0.133,0.0144
2461.35,-0.2631,-0.1261,-0.2503,-0.1323,0.0142
2461.38,-0.2635,-0.1256,-0.2509,-0.1318,0.0141
2461.41,-0.2637,-0.1254,-0.2512,-0.1316,0.014
2461.44,-0.2637,-0.1253,-0.2513,-0.1315,0.0138
2461.47,-0.2634,-0.1255,-0.2512,-0.1316,0.0137
2461.5,-0.2629,-0.1258,-0.2508,-0.1319,0.0135
2461.53,-0.2621,-0.1264,-0.2502,-0.1324,0.0133
2461.56,-0.2611,-0.1272,-0.2494,-0.1331,0.0132
2461.59,-0.2599,-0.1282,-0.2483,-0.134,0.013
2461.62,-0.2585,-0.1294,-0.2469,-0.1351,0.0129
2461.65,-0.2568,-0.1308,-0.2454,-0.1364,0.0127
2461.68,-0.2548,-0.1324,-0.2436,-0.1379,0.0126
2461.71,-0.2527,-0.1341,-0.2415,-0.1395,0.0124
2461.74,-0.2502,-0.136,-0.2392,-0.1413,0.0122
2461.77,-0.2475,-0.1381,-0.2366,-0.1433,0.0121
2461.8,-0.2446,-0.1404,-0.2338,-0.1454,0.0119
2461.83,-0.2414,-0.1428,-0.2307,-0.1477,0.0117
2461.86,-0.2379,-0.1454,-0.2274,-0.1501,0.0116
2461.89,-0.2342,-0.148,-0.2237,-0.1526,0.0114
2461.92,-0.2301,-0.1508,-0.2198,-0.1553,0.0112
2461.95,-0.2258,-0.1537,-0.2157,-0.158,0.011
2461.98,-0.2212,-0.1567,-0.2112,-0.1608,0.0108
2462.01,-0.2164,-0.1598,-0.2065,-0.1637,0.0107
2462.04,-0.2112,-0.1629,-0.2014,-0.1666,0.0105
2462.07,-0.2058,-0.166,-0.1961,-0.1696,0.0103
2462.1,-0.2,-0.1692,-0.1905,-0.1726,0.0101
2462.13,-0.194,-0.1724,-0.1846,-0.1757,0.0099
2462.16,-0.1876,-0.1756,-0.1784,-0.1787,0.0097
2462.19,-0.181,-0.1788,-0.1719,-0.1816,0.0095
2462.22,-0.1741,-0.1819,-0.1652,-0.1846,0.0093
2462.25,-0.1669,-0.185,-0.1581,-0.1875,0.0091
2462.28,-0.1594,-0.188,-0.1507,-0.1903,0.0089
2462.31,-0.1516,-0.1909,-0.1431,-0.1929,0.0087
2462.34,-0.1435,-0.1937,-0.1352,-0.1955,0.0085
2462.37,-0.1351,-0.1963,-0.1271,-0.198,0.0083
2462.4,-0.1265,-0.1988,-0.1186,-0.2003,0.008
2462.43,-0.1177,-0.2011,-0.11,-0.2024,0.0078
2462.46,-0.1085,-0.2032,-0.101,-0.2043,0.0076
2462.49,-0.0992,-0.2051,-0.0919,-0.206,0.0074
2462.52,-0.0896,-0.2067,-0.0825,-0.2075,0.0071
2462.55,-0.0798,-0.2081,-0.073,-0.2087,0.0069
2462.58,-0.0698,-0.2093,-0.0632,-0.2097,0.0067
2462.61,-0.0597,-0.2102,-0.0533,-0.2104,0.0064
2462.64,-0.0494,-0.2108,-0.0432,-0.2109,0.0062
2462.67,-0.0389,-0.211,-0.033,-0.211,0.0059
2462.7,-0.0283,-0.211,-0.0226,-0.2108,0.0057
2462.73,-0.0176,-0.2107,-0.0122,-0.2103,0.0054
2462.76,-0.0068,-0.21,-0.0017,-0.2095,0.0052
2462.79,0.004,-0.2089,0.0089,-0.2084,0.0049
2462.82,0.0149,-0.2075,0.0195,-0.2069,0.0047
2462.85,0.0258,-0.2058,0.0302,-0.205,0.0044
2462.88,0.0367,-0.2037,0.0408,-0.2029,0.0041
2462.91,0.0476,-0.2013,0.0514,-0.2004,0.0039
2462.94,0.0584,-0.1985,0.0619,-0.1975,0.0036
2462.97,0.0692,-0.1953,0.0724,-0.1943,0.0034
2463.0,0.0799,-0.1918,0.0828,-0.1908,0.0031
2463.03,0.0904,-0.188,0.093,-0.1869,0.0028
2463.06,0.1008,-0.1839,0.1032,-0.1828,0.0026
2463.09,0.1111,-0.1794,0.1131,-0.1783,0.0023
2463.12,0.1212,-0.1746,0.1229,-0.1735,0.002
2463.15,0.1311,-0.1695,0.1325,-0.1685,0.0018
2463.18,0.1407,-0.1641,0.1419,-0.1631,0.0015
2463.21,0.1502,-0.1585,0.151,-0.1575,0.0013
2463.24,0.1594,-0.1526,0.16,-0.1517,0.0011
2463.27,0.1683,-0.1464,0.1686,-0.1456,0.0009
2463.3,0.177,-0.1401,0.177,-0.1394,0.0007
2463.33,0.1854,-0.1336,0.1851,-0.1329,0.0007
2463.36,0.1935,-0.1268,0.1929,-0.1263,0.0007
2463.39,0.2012,-0.12,0.2005,-0.1196,0.0009
2463.42,0.2087,-0.113,0.2077,-0.1127,0.0011
2463.45,0.2159,-0.1058,0.2146,-0.1057,0.0013
2463.48,0.2227,-0.0986,0.2212,-0.0987,0.0015
2463.51,0.2293,-0.0913,0.2275,-0.0915,0.0018
2463.54,0.2355,-0.084,0.2335,-0.0844,0.002
2463.57,0.2414,-0.0767,0.2392,-0.0772,0.0023
2463.6,0.247,-0.0693,0.2446,-0.07,0.0025
2463.63,0.2522,-0.0619,0.2496,-0.0629,0.0028
2463.66,0.2572,-0.0546,0.2544,-0.0557,0.003
2463.69,0.2618,-0.0474,0.2588,-0.0487,0.0033
2463.72,0.2662,-0.0402,0.263,-0.0417,0.0035
2463.75,0.2703,-0.0331,0.2669,-0.0348,0.0038
2463.78,0.2741,-0.0261,0.2705,-0.0281,0.004
2463.81,0.2776,-0.0193,0.2739,-0.0214,0.0043
2463.84,0.2808,-0.0125,0.277,-0.0149,0.0045
2463.87,0.2838,-0.006,0.2798,-0.0086,0.0048
2463.9,0.2866,0.0004,0.2825,-0.0024,0.005
2463.93,0.2891,0.0066,0.2849,0.0035,0.0052
2463.96,0.2915,0.0126,0.2871,0.0093,0.0055
2463.99,0.2936,0.0184,0.2891,0.0149,0.0057
2464.02,0.2955,0.0239,0.2909,0.0202,0.0059
2464.05,0.2973,0.0292,0.2925,0.0253,0.0062
2464.08,0.2988,0.0343,0.294,0.0302,0.0064
2464.11,0.3003,0.0392,0.2953,0.0348,0.0066
2464.14,0.3015,0.0437,0.2965,0.0391,0.0068
2464.17,0.3027,0.0481,0.2975,0.0432,0.0071
2464.2,0.3037,0.0521,0.2984,0.0471,0.0073
2464.23,0.3046,0.0559,0.2993,0.0506,0.0075
2464.26,0.3054,0.0594,0.3,0.0539,0.0077
2464.29,0.3061,0.0626,0.3006,0.0569,0.0079
2464.32,0.3067,0.0655,0.3011,0.0596,0.0081
2464.35,0.3072,0.0681,0.3016,0.062,0.0083
2464.38,0.3077,0.0704,0.302,0.0642,0.0085
2464.41,0.3081,0.0725,0.3023,0.066,0.0087
2464.44,0.3084,0.0742,0.3026,0.0676,0.0089
2464.47,0.3087,0.0756,0.3028,0.0688,0.0091
2464.5,0.309,0.0768,0.3029,0.0697,0.0093
2464.53,0.3092,0.0776,0.303,0.0704,0.0094
2464.56,0.3093,0.0781,0.3031,0.0707,0.0096
2464.59,0.3094,0.0783,0.3031,0.0708,0.0098
2464.62,0.3094,0.0782,0.303,0.0705,0.01
2464.65,0.3094,0.0778,0.3029,0.07,0.0102
2464.68,0.3094,0.0771,0.3028,0.0691,0.0103
2464.71,0.3093,0.0761,0.3026,0.068,0.0105
2464.74,0.3092,0.0748,0.3024,0.0665,0.0107
2464.77,0.309,0.0731,0.3021,0.0648,0.0108
2464.8,0.3087,0.0712,0.3017,0.0627,0.011
2464.83,0.3084,0.069,0.3013,0.0604,0.0112
2464.86,0.308,0.0665,0.3008,0.0577,0.0113
2464.89,0.3075,0.0637,0.3002,0.0548,0.0115
2464.92,0.307,0.0606,0.2995,0.0516,0.0117
2464.95,0.3063,0.0572,0.2987,0.0482,0.0118
2464.98,0.3056,0.0535,0.2978,0.0444,0.012
2465.01,0.3047,0.0496,0.2968,0.0404,0.0121
2465.04,0.3037,0.0454,0.2957,0.0361,0.0123
2465.07,0.3026,0.0409,0.2944,0.0316,0.0124
2465.1,0.3013,0.0361,0.293,0.0268,0.0125
2465.13,0.2999,0.0312,0.2914,0.0217,0.0127
2465.16,0.2983,0.0259,0.2896,0.0165,0.0128
2465.19,0.2965,0.0205,0.2877,0.011,0.013
2465.22,0.2945,0.0148,0.2855,0.0053,0.0131
2465.25,0.2924,0.0089,0.2832,-0.0007,0.0132
2465.28,0.29,0.0028,0.2806,-0.0068,0.0133
2465.31,0.2874,-0.0035,0.2778,-0.013,0.0135
2465.34,0.2845,-0.01,0.2748,-0.0195,0.0136
2465.37,0.2815,-0.0166,0.2715,-0.0261,0.0137
2465.4,0.2781,-0.0234,0.268,-0.0328,0.0138
2465.43,0.2745,-0.0303,0.2642,-0.0397,0.0139
2465.46,0.2706,-0.0373,0.2601,-0.0466,0.014
2465.49,0.2664,-0.0444,0.2557,-0.0536,0.0141
2465.52,0.262,-0.0516,0.251,-0.0607,0.0143
2465.55,0.2572,-0.0588,0.2461,-0.0679,0.0143
2465.58,0.2521,-0.0661,0.2408,-0.0751,0.0144
2465.61,0.2467,-0.0734,0.2352,-0.0823,0.0145
2465.64,0.241,-0.0807,0.2293,-0.0894,0.0146
2465.67,0.235,-0.0879,0.2231,-0.0966,0.0147
2465.7,0.2287,-0.0952,0.2166,-0.1037,0.0148
2465.73,0.2221,-0.1023,0.2098,-0.1107,0.0148
2465.76,0.2151,-0.1094,0.2026,-0.1176,0.0149
2465.79,0.2079,-0.1164,0.1952,-0.1244,0.015
2465.82,0.2003,-0.1232,0.1875,-0.131,0.015
2465.85,0.1925,-0.1299,0.1794,-0.1375,0.0151
2465.88,0.1843,-0.1364,0.1711,-0.1438,0.0151
2465.91,0.1759,-0.1427,0.1625,-0.1499,0.0152
2465.94,0.1672,-0.1488,0.1537,-0.1558,0.0152
2465.97,0.1583,-0.1547,0.1446,-0.1615,0.0153
2466.0,0.1491,-0.1604,0.1353,-0.1669,0.0153
2466.03,0.1397,-0.1657,0.1258,-0.172,0.0153
2466.06,0.1301,-0.1708,0.116,-0.1769,0.0153
2466.09,0.1203,-0.1757,0.1061,-0.1815,0.0153
2466.12,0.1103,-0.1802,0.096,-0.1857,0.0154
2466.15,0.1002,-0.1844,0.0858,-0.1897,0.0154
2466.18,0.09,-0.1883,0.0755,-0.1933,0.0154
2466.21,0.0796,-0.1918,0.065,-0.1966,0.0153
2466.24,0.0692,-0.195,0.0545,-0.1996,0.0153
2466.27,0.0587,-0.1979,0.0439,-0.2022,0.0153
2466.3,0.0481,-0.2005,0.0333,-0.2044,0.0153
2466.33,0.0375,-0.2027,0.0227,-0.2064,0.0153
2466.36,0.0269,-0.2045,0.0121,-0.208,0.0152
2466.39,0.0163,-0.206,0.0015,-0.2092,0.0152
2466.42,0.0058,-0.2072,-0.0091,-0.2101,0.0152
2466.45,-0.0047,-0.2081,-0.0195,-0.2107,0.0151
2466.48,-0.015,-0.2086,-0.0299,-0.211,0.0151
2466.51,-0.0253,-0.2088,-0.0402,-0.2109,0.015
2466.54,-0.0355,-0.2087,-0.0503,-0.2106,0.0149
2466.57,-0.0455,-0.2083,-0.0603,-0.21,0.0149
2466.6,-0.0554,-0.2077,-0.0701,-0.209,0.0148
2466.63,-0.065,-0.2067,-0.0797,-0.2079,0.0147
2466.66,-0.0745,-0.2056,-0.0891,-0.2065,0.0146
2466.69,-0.0838,-0.2041,-0.0984,-0.2048,0.0146
2466.72,-0.0929,-0.2025,-0.1073,-0.203,0.0145
2466.75,-0.1017,-0.2006,-0.1161,-0.2009,0.0144
2466.78,-0.1103,-0.1986,-0.1246,-0.1987,0.0143
2466.81,-0.1187,-0.1964,-0.1328,-0.1963,0.0142
2466.84,-0.1267,-0.1941,-0.1408,-0.1937,0.0141
2466.87,-0.1346,-0.1916,-0.1485,-0.1911,0.014
2466.9,-0.1421,-0.189,-0.156,-0.1883,0.0139
2466.93,-0.1494,-0.1863,-0.1631,-0.1854,0.0137
2466.96,-0.1564,-0.1835,-0.17,-0.1825,0.0136
2466.99,-0.1631,-0.1807,-0.1765,-0.1795,0.0135
2467.02,-0.1695,-0.1778,-0.1828,-0.1765,0.0134
2467.05,-0.1756,-0.1749,-0.1888,-0.1735,0.0133
2467.08,-0.1814,-0.172,-0.1945,-0.1705,0.0131
2467.11,-0.187,-0.1691,-0.1999,-0.1675,0.013
2467.14,-0.1923,-0.1663,-0.205,-0.1646,0.0129
2467.17,-0.1972,-0.1634,-0.2098,-0.1617,0.0127
2467.2,-0.2019,-0.1607,-0.2144,-0.1588,0.0126
2467.23,-0.2063,-0.158,-0.2186,-0.1561,0.0124
2467.26,-0.2105,-0.1554,-0.2226,-0.1534,0.0123
2467.29,-0.2144,-0.1529,-0.2263,-0.1508,0.0121
2467.32,-0.2179,-0.1505,-0.2298,-0.1484,0.012
2467.35,-0.2213,-0.1482,-0.2329,-0.1461,0.0118
2467.38,-0.2243,-0.146,-0.2358,-0.1439,0.0117
2467.41,-0.2271,-0.144,-0.2385,-0.1419,0.0115
2467.44,-0.2297,-0.1422,-0.2409,-0.1401,0.0114
2467.47,-0.232,-0.1405,-0.243,-0.1384,0.0112
2467.5,-0.234,-0.139,-0.2449,-0.1368,0.011
2467.53,-0.2358,-0.1376,-0.2465,-0.1355,0.0109
2467.56,-0.2374,-0.1364,-0.2479,-0.1343,0.0107
2467.59,-0.2387,-0.1354,-0.2491,-0.1334,0.0105
2467.62,-0.2398,-0.1346,-0.25,-0.1326,0.0104
2467.65,-0.2406,-0.134,-0.2506,-0.132,0.0102
2467.68,-0.2413,-0.1335,-0.2511,-0.1317,0.01
2467.71,-0.2416,-0.1333,-0.2513,-0.1315,0.0098
2467.74,-0.2418,-0.1333,-0.2513,-0.1315,0.0096
2467.77,-0.2417,-0.1334,-0.251,-0.1317,0.0095
2467.8,-0.2414,-0.1338,-0.2505,-0.1322,0.0093
2467.83,-0.2408,-0.1343,-0.2498,-0.1328,0.0091
2467.86,-0.24,-0.1351,-0.2488,-0.1336,0.0089
2467.89,-0.239,-0.136,-0.2476,-0.1346,0.0087
2467.92,-0.2377,-0.1371,-0.2461,-0.1358,0.0085
2467.95,-0.2362,-0.1384,-0.2444,-0.1372,0.0083
2467.98,-0.2344,-0.1399,-0.2425,-0.1388,0.0081
2468.01,-0.2324,-0.1415,-0.2403,-0.1405,0.0079
2468.04,-0.2302,-0.1433,-0.2378,-0.1424,0.0077
2468.07,-0.2277,-0.1453,-0.2351,-0.1445,0.0075
2468.1,-0.2249,-0.1474,-0.2321,-0.1467,0.0073
2468.13,-0.2219,-0.1496,-0.2289,-0.149,0.007
2468.16,-0.2186,-0.152,-0.2254,-0.1515,0.0068
2468.19,-0.215,-0.1545,-0.2216,-0.1541,0.0066
2468.22,-0.2112,-0.1571,-0.2175,-0.1568,0.0064
2468.25,-0.2071,-0.1597,-0.2132,-0.1596,0.0061
2468.28,-0.2027,-0.1625,-0.2086,-0.1624,0.0059
2468.31,-0.198,-0.1653,-0.2037,-0.1653,0.0057
2468.34,-0.193,-0.1682,-0.1985,-0.1683,0.0054
2468.37,-0.1878,-0.1711,-0.193,-0.1713,0.0052
2468.4,-0.1823,-0.174,-0.1872,-0.1743,0.005
2468.43,-0.1765,-0.177,-0.1812,-0.1773,0.0047
2468.46,-0.1704,-0.1799,-0.1748,-0.1803,0.0045
2468.49,-0.164,-0.1828,-0.1682,-0.1833,0.0042
2468.52,-0.1573,-0.1856,-0.1612,-0.1862,0.004
2468.55,-0.1503,-0.1884,-0.154,-0.189,0.0037
2468.58,-0.1431,-0.1911,-0.1465,-0.1918,0.0035
2468.61,-0.1356,-0.1937,-0.1387,-0.1944,0.0032
2468.64,-0.1278,-0.1962,-0.1307,-0.1969,0.003
2468.67,-0.1198,-0.1985,-0.1224,-0.1993,0.0027
2468.7,-0.1115,-0.2007,-0.1138,-0.2015,0.0025
2468.73,-0.1029,-0.2027,-0.105,-0.2035,0.0022
2468.76,-0.0942,-0.2045,-0.0959,-0.2053,0.0019
2468.79,-0.0852,-0.2061,-0.0867,-0.2069,0.0017
2468.82,-0.076,-0.2074,-0.0772,-0.2082,0.0014
2468.85,-0.0666,-0.2086,-0.0675,-0.2093,0.0012
2468.88,-0.057,-0.2095,-0.0576,-0.2101,0.0009
2468.91,-0.0473,-0.2101,-0.0476,-0.2107,0.0007
2468.94,-0.0374,-0.2104,-0.0375,-0.211,0.0006
2468.97,-0.0274,-0.2105,-0.0272,-0.2109,0.0005
2469.0,-0.0172,-0.2102,-0.0168,-0.2106,0.0006
2469.03,-0.007,-0.2096,-0.0063,-0.2099,0.0008
2469.06,0.0033,-0.2087,0.0043,-0.2089,0.001
2469.09,0.0136,-0.2075,0.0149,-0.2076,0.0012
2469.12,0.024,-0.206,0.0255,-0.2059,0.0015
2469.15,0.0344,-0.2041,0.0361,-0.2039,0.0018
2469.18,0.0448,-0.2019,0.0467,-0.2015,0.002
2469.21,0.0551,-0.1994,0.0573,-0.1988,0.0023
2469.24,0.0654,-0.1965,0.0678,-0.1958,0.0026
2469.27,0.0756,-0.1933,0.0782,-0.1924,0.0028
2469.3,0.0857,-0.1898,0.0885,-0.1887,0.0031
2469.33,0.0956,-0.186,0.0987,-0.1846,0.0034
2469.36,0.1055,-0.1818,0.1088,-0.1803,0.0036
2469.39,0.1152,-0.1774,0.1186,-0.1757,0.0039
2469.42,0.1247,-0.1727,0.1283,-0.1707,0.0041
2469.45,0.134,-0.1677,0.1378,-0.1655,0.0044
2469.48,0.1431,-0.1624,0.147,-0.16,0.0047
2469.51,0.152,-0.157,0.1561,-0.1543,0.0049
2469.54,0.1606,-0.1512,0.1648,-0.1483,0.0052
2469.57,0.169,-0.1453,0.1733,-0.1422,0.0054
2469.6,0.1771,-0.1392,0.1816,-0.1358,0.0057
2469.63,0.1849,-0.1329,0.1895,-0.1293,0.0059
2469.66,0.1925,-0.1265,0.1972,-0.1226,0.0061
2469.69,0.1998,-0.1199,0.2046,-0.1158,0.0064
2469.72,0.2067,-0.1133,0.2116,-0.1088,0.0066
2469.75,0.2134,-0.1065,0.2184,-0.1018,0.0068
2469.78,0.2198,-0.0997,0.2248,-0.0947,0.0071
2469.81,0.2258,-0.0928,0.2309,-0.0875,0.0073
2469.84,0.2316,-0.0858,0.2367,-0.0804,0.0075
2469.87,0.237,-0.0789,0.2422,-0.0732,0.0077
2469.9,0.2422,-0.072,0.2474,-0.066,0.008
2469.93,0.2471,-0.0651,0.2523,-0.0589,0.0082
2469.96,0.2516,-0.0583,0.2569,-0.0518,0.0084
2469.99,0.2559,-0.0515,0.2612,-0.0448,0.0086
2470.02,0.2599,-0.0448,0.2652,-0.0378,0.0088
2470.05,0.2636,-0.0382,0.269,-0.031,0.009
2470.08,0.2671,-0.0318,0.2724,-0.0243,0.0092
2470.11,0.2703,-0.0255,0.2756,-0.0178,0.0094
2470.14,0.2732,-0.0193,0.2786,-0.0114,0.0096
2470.17,0.276,-0.0133,0.2813,-0.0051,0.0098
2470.2,0.2785,-0.0074,0.2838,0.0009,0.0099
2470.23,0.2807,-0.0018,0.2861,0.0068,0.0101
2470.26,0.2828,0.0037,0.2882,0.0124,0.0103
2470.29,0.2847,0.0089,0.2901,0.0179,0.0105
2470.32,0.2864,0.0139,0.2918,0.0231,0.0107
2470.35,0.288,0.0187,0.2934,0.0281,0.0108
2470.38,0.2893,0.0232,0.2947,0.0328,0.011
2470.41,0.2906,0.0275,0.296,0.0373,0.0112
2470.44,0.2916,0.0315,0.2971,0.0415,0.0113
2470.47,0.2926,0.0353,0.2981,0.0454,0.0115
2470.5,0.2934,0.0388,0.2989,0.0491,0.0117
2470.53,0.2942,0.042,0.2997,0.0525,0.0118
2470.56,0.2948,0.045,0.3003,0.0556,0.012
2470.59,0.2953,0.0477,0.3009,0.0585,0.0122
2470.62,0.2958,0.0501,0.3014,0.061,0.0123
2470.65,0.2962,0.0522,0.3018,0.0633,0.0125
2470.68,0.2965,0.054,0.3022,0.0652,0.0126
2470.71,0.2967,0.0555,0.3024,0.0669,0.0128
2470.74,0.2968,0.0568,0.3027,0.0683,0.0129
2470.77,0.2969,0.0577,0.3028,0.0694,0.0131
2470.8,0.297,0.0584,0.303,0.0701,0.0132
2470.83,0.297,0.0587,0.303,0.0706,0.0134
2470.86,0.2969,0.0588,0.3031,0.0708,0.0135
2470.89,0.2968,0.0585,0.3031,0.0707,0.0137
2470.92,0.2966,0.058,0.303,0.0703,0.0138
2470.95,0.2964,0.0572,0.3029,0.0695,0.014
2470.98,0.2961,0.0561,0.3027,0.0685,0.0141
2471.01,0.2957,0.0547,0.3025,0.0672,0.0142
